author,exclusive,ingredients,master,num_tried,picture,rating,title
稀落酱,False,"蒸鱼豉油,白砂糖,粉丝",False,107,True,8.4,蒜蓉大龙虾
沙漏-34,False,"龙虾,葱,姜,五香粉,料酒,白胡椒粉,生抽,盐,糖",False,107,True,8.4,蒜泥小龙虾
芯澜,False,"小龙虾,八角,桂皮,干辣椒,大蒜,生姜,辣椒面,紫苏,啤酒,盐,鸡精",False,100,True,8.0,口味虾（小龙虾）
胡元骏,False,"盐,鸡粉,生抽,葱花,姜丝",False,224,False,7.6,龙虾粥
可乐乐777,True,"大蒜,鲍鱼汁,海盐,糖,料酒,姜葱,水,菜油",True,192,True,8.8,蒜香龙虾尾
伊斯特艾格,False,"油,生抽,白糖,盐,郫县豆瓣,紫苏,啤酒",True,208,True,8.1,香辣小龙虾
蜂蜜宝妮,False,"龙虾,水",False,201,False,7.6,清蒸波士顿龙虾
绮绮妹-Mom,False,"小龙虾,大蒜,生姜",False,199,False,8.4,蒜香小龙虾
阿颖家的厨房,True,"小龙虾,大葱,姜,干辣椒,大蒜,啤酒,花椒,青椒,小米辣,洋葱,香菜,蚝油",False,196,True,7.8,麻辣小龙虾（独创四川口味）
我脑公全世界最帅,False,"小龙虾,姜,大葱,大蒜,洋葱,朝天椒,盐,冰糖,啤酒",True,198,True,8.0,不放火锅底料的麻辣十三香小龙虾（附洗虾去虾线剥虾视频）
美食作家王刚,False,"小龙虾,姜,洋葱",True,195,True,8.6,厨师长教你：“十三香小龙虾”的做法，史上最详细的解说
桐爸厨房,False,"姜片,大蒜,干辣椒,麻椒,花椒,桂皮,香叶,料酒,啤酒",False,191,True,8.0,麻辣龙虾尾
斯佳丽,False,"小龙虾,姜末,生抽,香醋,糖,胡椒粉",False,177,True,8.1,清蒸小龙虾
那一天蝶舞,True,"小龙虾,食用油,生姜,洋葱,香葱,青椒,蒜瓣,八角,桂皮,花椒,草果,甘草,白芷,香叶,辣椒,白糖,冰糖,红烧酱油,生抽,蒸鱼豉油,盐,啤酒,清水",False,180,True,8.1,香辣小龙虾
